transaction_id,spend_description,vendor,source_type,predicted_L1,predicted_L2,predicted_L3,predicted_L4,predicted_full_path,confidence,final_score,margin,decision_mode,actual_L1,actual_L2,actual_L3,actual_L4,actual_full_path,validation_status,reviewer_comment,final_ground_truth_L1,final_ground_truth_L2,final_ground_truth_L3,final_ground_truth_L4,final_full_path
176,"3M / Mirka – abrasives and cutting discs, monthly manufacturing consumables",3M / Mirka,Service contract / PO,MRO & Engineering,MRO Consumables,Abrasives & Cutting,"Abrasives, Cutting Discs & Tools","MRO & Engineering > MRO Consumables > Abrasives & Cutting > Abrasives, Cutting Discs & Tools",HIGH,0.5532,0.3134,HYBRID_RERANKING,MRO & Engineering,MRO Consumables,Abrasives & Cutting,"Abrasives, Cutting Discs & Tools","MRO & Engineering > MRO Consumables > Abrasives & Cutting > Abrasives, Cutting Discs & Tools",APPROVED,"Domain validation: confirmed Abrasives, Cutting Discs & Tools correctly matches spend description.",MRO & Engineering,MRO Consumables,Abrasives & Cutting,"Abrasives, Cutting Discs & Tools","MRO & Engineering > MRO Consumables > Abrasives & Cutting > Abrasives, Cutting Discs & Tools"
177,"Brand Energy – scaffolding hire, roof repairs, DC Coventry, 6 weeks",Brand Energy,Works order / Agreement,Utilities & Energy,Energy Management,Energy Procurement,Energy Broker & Procurement Advisory,Utilities & Energy > Energy Management > Energy Procurement > Energy Broker & Procurement Advisory,LOW,0.3591,0.0095,HUMAN_REVIEW,MRO & Engineering,Engineering Services,Equipment Hire,Scaffolding & Access Platforms,MRO & Engineering > Engineering Services > Equipment Hire > Scaffolding & Access Platforms,CORRECTED,"Brand Energy scaffolding hire for DC roof repairs is Scaffolding & Access Platforms hire, not energy broker.",MRO & Engineering,Engineering Services,Equipment Hire,Scaffolding & Access Platforms,MRO & Engineering > Engineering Services > Equipment Hire > Scaffolding & Access Platforms
178,"Electrical contractor – aged switchgear replacement, 4 sites",Electrical contractor,Works order / Agreement,MRO & Engineering,"Maintenance, Repair & Overhaul",Electrical Maintenance,Switchgear & Panel Maintenance,"MRO & Engineering > Maintenance, Repair & Overhaul > Electrical Maintenance > Switchgear & Panel Maintenance",HIGH,0.4314,0.0785,HYBRID_RERANKING,MRO & Engineering,"Maintenance, Repair & Overhaul",Electrical Maintenance,Switchgear & Panel Maintenance,"MRO & Engineering > Maintenance, Repair & Overhaul > Electrical Maintenance > Switchgear & Panel Maintenance",APPROVED,Domain validation: confirmed Switchgear & Panel Maintenance correctly matches spend description.,MRO & Engineering,"Maintenance, Repair & Overhaul",Electrical Maintenance,Switchgear & Panel Maintenance,"MRO & Engineering > Maintenance, Repair & Overhaul > Electrical Maintenance > Switchgear & Panel Maintenance"
179,"AED maintenance – 300 defibrillators, annual inspection + batteries",AED maintenance firm,Works order / Agreement,MRO & Engineering,"Maintenance, Repair & Overhaul",Electrical Maintenance,Electrical Inspection & Testing,"MRO & Engineering > Maintenance, Repair & Overhaul > Electrical Maintenance > Electrical Inspection & Testing",LOW,0.3867,0.0223,HUMAN_REVIEW,MRO & Engineering,"Maintenance, Repair & Overhaul",Electrical Maintenance,Electrical Inspection & Testing,"MRO & Engineering > Maintenance, Repair & Overhaul > Electrical Maintenance > Electrical Inspection & Testing",APPROVED,AED defibrillator 300-unit inspection and battery testing is Electrical Inspection & Testing.,MRO & Engineering,"Maintenance, Repair & Overhaul",Electrical Maintenance,Electrical Inspection & Testing,"MRO & Engineering > Maintenance, Repair & Overhaul > Electrical Maintenance > Electrical Inspection & Testing"
180,IBM Maximo + IoT sensors – asset management SaaS + hardware,IBM / IoT vendor,Works order / Agreement,MRO & Engineering,Engineering Services,Asset Management,Asset Management Software (CMMS/EAM),MRO & Engineering > Engineering Services > Asset Management > Asset Management Software (CMMS/EAM),HIGH,0.4037,0.0613,HYBRID_RERANKING,MRO & Engineering,Engineering Services,Asset Management,Asset Management Software (CMMS/EAM),MRO & Engineering > Engineering Services > Asset Management > Asset Management Software (CMMS/EAM),APPROVED,Domain validation: confirmed Asset Management Software (CMMS/EAM) correctly matches spend description.,MRO & Engineering,Engineering Services,Asset Management,Asset Management Software (CMMS/EAM),MRO & Engineering > Engineering Services > Asset Management > Asset Management Software (CMMS/EAM)
182,"Zebra Technologies – handheld barcode scanners, 80 units, warehouse",Zebra Technologies,Service contract / PO,IT & Technology,End User Compute,Peripherals,Printers & Scanners,IT & Technology > End User Compute > Peripherals > Printers & Scanners,HIGH,0.3567,0.0713,HYBRID_RERANKING,IT & Technology,End User Compute,Peripherals,Printers & Scanners,IT & Technology > End User Compute > Peripherals > Printers & Scanners,APPROVED,Domain validation: confirmed Printers & Scanners correctly matches spend description.,IT & Technology,End User Compute,Peripherals,Printers & Scanners,IT & Technology > End User Compute > Peripherals > Printers & Scanners
183,"HMRC – employer National Insurance contributions, monthly PAYE",HMRC,Works order / Agreement,Non-Addressable,Statutory Payments,Employment Taxes,Employer National Insurance Contributions,Non-Addressable > Statutory Payments > Employment Taxes > Employer National Insurance Contributions,HIGH,0.472,0.1883,HYBRID_RERANKING,Non-Addressable,Statutory Payments,Employment Taxes,Employer National Insurance Contributions,Non-Addressable > Statutory Payments > Employment Taxes > Employer National Insurance Contributions,APPROVED,Domain validation: confirmed Employer National Insurance Contributions correctly matches spend description.,Non-Addressable,Statutory Payments,Employment Taxes,Employer National Insurance Contributions,Non-Addressable > Statutory Payments > Employment Taxes > Employer National Insurance Contributions
184,"HMRC – corporation tax self-assessment, Q3 instalment payment",HMRC,Works order / Agreement,Non-Addressable,Statutory Payments,Corporate Taxes,Corporation Tax Payments,Non-Addressable > Statutory Payments > Corporate Taxes > Corporation Tax Payments,HIGH,0.3798,0.091,HYBRID_RERANKING,Non-Addressable,Statutory Payments,Corporate Taxes,Corporation Tax Payments,Non-Addressable > Statutory Payments > Corporate Taxes > Corporation Tax Payments,APPROVED,Domain validation: confirmed Corporation Tax Payments correctly matches spend description.,Non-Addressable,Statutory Payments,Corporate Taxes,Corporation Tax Payments,Non-Addressable > Statutory Payments > Corporate Taxes > Corporation Tax Payments
185,"Birmingham City Council – business rates, manufacturing facility, quarterly",Birmingham City Council,Works order / Agreement,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Car Hire & Ground Transport,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Car Hire & Ground Transport",LOW,0.2229,0.0004,HUMAN_REVIEW,Non-Addressable,Statutory Payments,Property Taxes,Business Rates Payments,Non-Addressable > Statutory Payments > Property Taxes > Business Rates Payments,CORRECTED,"Birmingham City Council business rates on manufacturing facility is Business Rates Payments, not car hire.",Non-Addressable,Statutory Payments,Property Taxes,Business Rates Payments,Non-Addressable > Statutory Payments > Property Taxes > Business Rates Payments
186,"American Express – corporate travel management programme, annual",American Express,Vendor invoice / PO,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Corporate Hotel Programme,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Corporate Hotel Programme",MEDIUM,0.4323,0.0326,HYBRID_RERANKING,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Business Travel Management,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Business Travel Management",CORRECTED,"American Express corporate travel management programme is Business Travel Management, not hotel programme.","Print, Office & Corporate",Corporate Services,Travel & Expenses,Business Travel Management,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Business Travel Management"
187,"Toner and paper – office consumables, central procurement, quarterly",Various stationery suppliers,Vendor invoice / PO,"Print, Office & Corporate",Office Supplies,Stationery & Consumables,Toner & Printer Consumables,"Print, Office & Corporate > Office Supplies > Stationery & Consumables > Toner & Printer Consumables",LOW,0.5793,0.0208,HUMAN_REVIEW,"Print, Office & Corporate",Office Supplies,Stationery & Consumables,Toner & Printer Consumables,"Print, Office & Corporate > Office Supplies > Stationery & Consumables > Toner & Printer Consumables",APPROVED,Toner and paper office consumables central procurement is Toner & Printer Consumables.,"Print, Office & Corporate",Office Supplies,Stationery & Consumables,Toner & Printer Consumables,"Print, Office & Corporate > Office Supplies > Stationery & Consumables > Toner & Printer Consumables"
188,"Ricoh – managed print services, 200-device fleet, monthly",Ricoh,Vendor invoice / PO,"Print, Office & Corporate",Print & Managed Print,Managed Print Services,Managed Print Services (MPS),"Print, Office & Corporate > Print & Managed Print > Managed Print Services > Managed Print Services (MPS)",HIGH,0.4698,0.0743,HYBRID_RERANKING,"Print, Office & Corporate",Print & Managed Print,Managed Print Services,Managed Print Services (MPS),"Print, Office & Corporate > Print & Managed Print > Managed Print Services > Managed Print Services (MPS)",APPROVED,Domain validation: confirmed Managed Print Services (MPS) correctly matches spend description.,"Print, Office & Corporate",Print & Managed Print,Managed Print Services,Managed Print Services (MPS),"Print, Office & Corporate > Print & Managed Print > Managed Print Services > Managed Print Services (MPS)"
189,"Workplace ergonomic chairs – 200 units, office refurbishment",Furniture supplier,Vendor invoice / PO,"Print, Office & Corporate",Office Supplies,Office Equipment,Office Furniture,"Print, Office & Corporate > Office Supplies > Office Equipment > Office Furniture",HIGH,0.4256,0.1079,HYBRID_RERANKING,"Print, Office & Corporate",Office Supplies,Office Equipment,Office Furniture,"Print, Office & Corporate > Office Supplies > Office Equipment > Office Furniture",APPROVED,Domain validation: confirmed Office Furniture correctly matches spend description.,"Print, Office & Corporate",Office Supplies,Office Equipment,Office Furniture,"Print, Office & Corporate > Office Supplies > Office Equipment > Office Furniture"
190,"CIPD – professional body membership fees, 6 HR team members",CIPD,Vendor invoice / PO,"Print, Office & Corporate",Corporate Services,Memberships & Subscriptions,Professional Body Memberships,"Print, Office & Corporate > Corporate Services > Memberships & Subscriptions > Professional Body Memberships",MEDIUM,0.3351,0.0836,HYBRID_RERANKING,"Print, Office & Corporate",Corporate Services,Memberships & Subscriptions,Professional Body Memberships,"Print, Office & Corporate > Corporate Services > Memberships & Subscriptions > Professional Body Memberships",APPROVED,Domain validation: confirmed Professional Body Memberships correctly matches spend description.,"Print, Office & Corporate",Corporate Services,Memberships & Subscriptions,Professional Body Memberships,"Print, Office & Corporate > Corporate Services > Memberships & Subscriptions > Professional Body Memberships"
191,"Hilton – preferred hotel programme, corporate negotiated rates, annual RFP",Hilton Hotels,Service contract / PO,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Corporate Hotel Programme,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Corporate Hotel Programme",HIGH,0.4512,0.1367,HYBRID_RERANKING,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Corporate Hotel Programme,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Corporate Hotel Programme",APPROVED,Domain validation: confirmed Corporate Hotel Programme correctly matches spend description.,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Corporate Hotel Programme,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Corporate Hotel Programme"
192,"Avis Business – car hire, corporate account, monthly billing",Avis Budget Group,Service contract / PO,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Car Hire & Ground Transport,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Car Hire & Ground Transport",HIGH,0.3764,0.057,HYBRID_RERANKING,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Car Hire & Ground Transport,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Car Hire & Ground Transport",APPROVED,Domain validation: confirmed Car Hire & Ground Transport correctly matches spend description.,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Car Hire & Ground Transport,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Car Hire & Ground Transport"
193,"SAP Concur – expense management SaaS, 2,000-user annual licence",SAP Concur,Service contract / PO,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Expense Management Software,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Expense Management Software",MEDIUM,0.3599,0.0288,HYBRID_RERANKING,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Expense Management Software,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Expense Management Software",APPROVED,Domain validation: confirmed Expense Management Software correctly matches spend description.,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Expense Management Software,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Expense Management Software"
194,"LeasePlan – company car fleet, 150-vehicle operating lease",LeasePlan,Service contract / PO,"Print, Office & Corporate",Corporate Services,Fleet & Vehicles,Company Car Leasing,"Print, Office & Corporate > Corporate Services > Fleet & Vehicles > Company Car Leasing",HIGH,0.4821,0.0766,HYBRID_RERANKING,"Print, Office & Corporate",Corporate Services,Fleet & Vehicles,Company Car Leasing,"Print, Office & Corporate > Corporate Services > Fleet & Vehicles > Company Car Leasing",APPROVED,Domain validation: confirmed Company Car Leasing correctly matches spend description.,"Print, Office & Corporate",Corporate Services,Fleet & Vehicles,Company Car Leasing,"Print, Office & Corporate > Corporate Services > Fleet & Vehicles > Company Car Leasing"
195,"Exterion Media – large format retail signage, 80 stores, production + install",Exterion Media,Service contract / PO,"Print, Office & Corporate",Print & Managed Print,Print Production,Large Format & Signage,"Print, Office & Corporate > Print & Managed Print > Print Production > Large Format & Signage",HIGH,0.4514,0.0858,HYBRID_RERANKING,"Print, Office & Corporate",Print & Managed Print,Print Production,Large Format & Signage,"Print, Office & Corporate > Print & Managed Print > Print Production > Large Format & Signage",APPROVED,Domain validation: confirmed Large Format & Signage correctly matches spend description.,"Print, Office & Corporate",Print & Managed Print,Print Production,Large Format & Signage,"Print, Office & Corporate > Print & Managed Print > Print Production > Large Format & Signage"
196,"Corporate hospitality – Premier League boxes, client entertainment, annual",Various (Premier League),Works order / Agreement,"Print, Office & Corporate",Corporate Services,Catering & Hospitality,Corporate Hospitality,"Print, Office & Corporate > Corporate Services > Catering & Hospitality > Corporate Hospitality",HIGH,0.4662,0.1139,HYBRID_RERANKING,"Print, Office & Corporate",Corporate Services,Catering & Hospitality,Corporate Hospitality,"Print, Office & Corporate > Corporate Services > Catering & Hospitality > Corporate Hospitality",APPROVED,Domain validation: confirmed Corporate Hospitality correctly matches spend description.,"Print, Office & Corporate",Corporate Services,Catering & Hospitality,Corporate Hospitality,"Print, Office & Corporate > Corporate Services > Catering & Hospitality > Corporate Hospitality"
197,Concur + AmEx integrated T&E – SaaS + card programme + policy management,Concur + AmEx,Programme agreement,Finance & Insurance,Compliance & Regulatory,Compliance Technology,AML & KYC Systems,Finance & Insurance > Compliance & Regulatory > Compliance Technology > AML & KYC Systems,LOW,0.3024,0.0142,HUMAN_REVIEW,"Print, Office & Corporate",Corporate Services,Travel & Expenses,Expense Management Software,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Expense Management Software",CORRECTED,"SAP Concur + AmEx corporate card and T&E expense platform is Expense Management Software, not AML & KYC.","Print, Office & Corporate",Corporate Services,Travel & Expenses,Expense Management Software,"Print, Office & Corporate > Corporate Services > Travel & Expenses > Expense Management Software"
